question|context|answer|sql_generado
What are the average prices and cases of wines produced in the year of 2009 and made of Zinfandel grape?|CREATE TABLE WINE (Price INTEGER, Cases INTEGER, YEAR VARCHAR, Grape VARCHAR)|"SELECT AVG(Price), AVG(Cases) FROM WINE WHERE YEAR = 2009 AND Grape = ""Zinfandel"""|SELECT AVG(Price), AVG(Cases) FROM WINE WHERE YEAR = '2009' AND Grape = 'Zinfandel'
What are the maximum price and score of wines produced by St. Helena appelation?|CREATE TABLE WINE (Price INTEGER, Score INTEGER, Appelation VARCHAR)|"SELECT MAX(Price), MAX(Score) FROM WINE WHERE Appelation = ""St. Helena"""|SELECT MAX(Price), MAX(Score) FROM WINE WHERE Appelation = 'St. Helena'
What are the maximum price and score of wines in each year?|CREATE TABLE WINE (YEAR VARCHAR, Price INTEGER, Score INTEGER)|SELECT MAX(Price), MAX(Score), YEAR FROM WINE GROUP BY YEAR|SELECT YEAR, MAX(Price), MAX(Score) FROM WINE GROUP BY YEAR
What are the average price and score of wines grouped by appelation?|CREATE TABLE WINE (Appelation VARCHAR, Price INTEGER, Score INTEGER)|SELECT AVG(Price), AVG(Score), Appelation FROM WINE GROUP BY Appelation|SELECT Appelation, AVG(price), AVG(score) FROM WINE GROUP BY Appelation
Find the wineries that have at least four wines.|CREATE TABLE WINE (Winery VARCHAR)|SELECT Winery FROM WINE GROUP BY Winery HAVING COUNT(*) >= 4|SELECT Winery FROM WINE GROUP BY Winery HAVING COUNT(*) >= 4
Find the country of all appelations who have at most three wines.|CREATE TABLE APPELLATIONS (County VARCHAR, Appelation VARCHAR); CREATE TABLE WINE (Appelation VARCHAR)|SELECT T1.County FROM APPELLATIONS AS T1 JOIN WINE AS T2 ON T1.Appelation = T2.Appelation GROUP BY T2.Appelation HAVING COUNT(*) <= 3|SELECT T1.County FROM APPELLATIONS AS T1 JOIN WINE AS T2 ON T1.Appelation = T2.Appelation GROUP BY T2.Appelation HAVING COUNT(*) <= 3
What are the names of wines whose production year are before the year of all wines by Brander winery?|CREATE TABLE WINE (Name VARCHAR, YEAR INTEGER, Winery VARCHAR)|"SELECT Name FROM WINE WHERE YEAR < (SELECT MIN(YEAR) FROM WINE WHERE Winery = ""Brander"")"|SELECT Name FROM WINE WHERE YEAR < (SELECT MIN(YEAR) FROM WINE WHERE Winery = 'Brander')
What are the names of wines that are more expensive then all wines made in the year 2006?|CREATE TABLE WINE (Name VARCHAR, Price INTEGER, YEAR VARCHAR)|SELECT Name FROM WINE WHERE Price > (SELECT MAX(Price) FROM WINE WHERE YEAR = 2006)|SELECT Name FROM WINE WHERE Price > (SELECT MAX(Price) FROM WINE WHERE YEAR = '2006')
Find the top 3 wineries with the greatest number of wines made of white color grapes.|CREATE TABLE GRAPES (GRAPE VARCHAR, Color VARCHAR); CREATE TABLE WINE (Winery VARCHAR, GRAPE VARCHAR)|"SELECT T2.Winery FROM GRAPES AS T1 JOIN WINE AS T2 ON T1.GRAPE = T2.GRAPE WHERE T1.Color = ""White"" GROUP BY T2.Winery ORDER BY COUNT(*) DESC LIMIT 3"|SELECT Winery, COUNT(*) FROM WINE AS T1 JOIN GRAPES AS T2 ON T1.GRAPE = T2.GRAPE WHERE T2.Color = 'white' GROUP BY Winery ORDER BY COUNT(*) DESC LIMIT 3
List the grape, winery and year of the wines whose price is bigger than 100 ordered by year.|CREATE TABLE WINE (Grape VARCHAR, Winery VARCHAR, YEAR VARCHAR, Price INTEGER)|SELECT Grape, Winery, YEAR FROM WINE WHERE Price > 100 ORDER BY YEAR|SELECT Grape, Winery, YEAR FROM WINE WHERE Price > 100 ORDER BY YEAR
List the grape, appelation and name of wines whose score is higher than 93 ordered by Name.|CREATE TABLE WINE (Grape VARCHAR, Appelation VARCHAR, Name VARCHAR, Score INTEGER)|SELECT Grape, Appelation, Name FROM WINE WHERE Score > 93 ORDER BY Name|SELECT Grape, Appelation, Name FROM WINE WHERE Score > 93 ORDER BY Name;
Find the appelations that produce wines after the year of 2008 but not in Central Coast area.|CREATE TABLE WINE (Appelation VARCHAR, YEAR INTEGER, Area VARCHAR); CREATE TABLE APPELLATIONS (Appelation VARCHAR, YEAR INTEGER, Area VARCHAR)|"SELECT Appelation FROM WINE WHERE YEAR > 2008 EXCEPT SELECT Appelation FROM APPELLATIONS WHERE Area = ""Central Coast"""|SELECT Appelation FROM WINE WHERE YEAR > 2008 AND Area <> 'Central Coast'
Find the average price of wines that are not produced from Sonoma county.|CREATE TABLE wine (price INTEGER, Appelation VARCHAR); CREATE TABLE APPELLATIONS (Appelation VARCHAR, County VARCHAR); CREATE TABLE WINE (Appelation VARCHAR)|SELECT AVG(price) FROM wine WHERE NOT Appelation IN (SELECT T1.Appelation FROM APPELLATIONS AS T1 JOIN WINE AS T2 ON T1.Appelation = T2.Appelation WHERE T1.County = 'Sonoma')|SELECT AVG(T1.price) FROM wine AS T1 JOIN appellations AS T2 ON T1.Appelation = T2.Appelation WHERE T2.County <> 'Sonoma'
Find the county where produces the most number of wines with score higher than 90.|CREATE TABLE WINE (Appelation VARCHAR, Score INTEGER); CREATE TABLE APPELLATIONS (County VARCHAR, Appelation VARCHAR)|SELECT T1.County FROM APPELLATIONS AS T1 JOIN WINE AS T2 ON T1.Appelation = T2.Appelation WHERE T2.Score > 90 GROUP BY T1.County ORDER BY COUNT(*) DESC LIMIT 1|SELECT T2.County FROM WINE AS T1 JOIN APPELLATIONS AS T2 ON T1.Appelation = T2.Appelation WHERE T1.Score > 90 GROUP BY T2.County ORDER BY COUNT(*) DESC LIMIT 1
How many train stations are there?|CREATE TABLE station (Id VARCHAR)|SELECT COUNT(*) FROM station|SELECT COUNT(Id) FROM station
Show the name, location, and number of platforms for all stations.|CREATE TABLE station (name VARCHAR, LOCATION VARCHAR, number_of_platforms VARCHAR)|SELECT name, LOCATION, number_of_platforms FROM station|SELECT name, LOCATION, number_of_platforms FROM station
What are all locations of train stations?|CREATE TABLE station (LOCATION VARCHAR)|SELECT DISTINCT LOCATION FROM station|SELECT LOCATION FROM station
Show the names and total passengers for all train stations not in London.|CREATE TABLE station (name VARCHAR, total_passengers VARCHAR, LOCATION VARCHAR)|SELECT name, total_passengers FROM station WHERE LOCATION <> 'London'|SELECT name, total_passengers FROM station WHERE LOCATION <> 'London'
Show the names and main services for train stations that have the top three total number of passengers.|CREATE TABLE station (name VARCHAR, main_services VARCHAR, total_passengers VARCHAR)|SELECT name, main_services FROM station ORDER BY total_passengers DESC LIMIT 3|SELECT name, main_services FROM station ORDER BY CAST(total_passengers AS INTEGER) DESC LIMIT 3
What is the average and maximum number of total passengers for train stations in London or Glasgow?|CREATE TABLE station (total_passengers INTEGER, LOCATION VARCHAR)|SELECT AVG(total_passengers), MAX(total_passengers) FROM station WHERE LOCATION = 'London' OR LOCATION = 'Glasgow'|SELECT AVG(total_passengers), MAX(total_passengers) FROM station WHERE LOCATION IN ('London', 'Glasgow')
Show all locations and the total number of platforms and passengers for all train stations in each location.|CREATE TABLE station (LOCATION VARCHAR, number_of_platforms INTEGER, total_passengers INTEGER)|SELECT LOCATION, SUM(number_of_platforms), SUM(total_passengers) FROM station GROUP BY LOCATION|SELECT LOCATION, SUM(number_of_platforms), SUM(total_passengers) FROM station GROUP BY LOCATION
Show all locations that have train stations with at least 15 platforms and train stations with more than 25 total passengers.|CREATE TABLE station (LOCATION VARCHAR, number_of_platforms VARCHAR, total_passengers VARCHAR)|SELECT DISTINCT LOCATION FROM station WHERE number_of_platforms >= 15 AND total_passengers > 25|SELECT LOCATION FROM station WHERE number_of_platforms >= '15' INTERSECT SELECT LOCATION FROM station WHERE total_passengers > '25'
Show all locations which don't have a train station with at least 15 platforms.|CREATE TABLE station (LOCATION VARCHAR, number_of_platforms VARCHAR)|SELECT LOCATION FROM station EXCEPT SELECT LOCATION FROM station WHERE number_of_platforms >= 15|SELECT LOCATION FROM station EXCEPT SELECT LOCATION FROM station WHERE number_of_platforms >= '15'
Show the location with most number of train stations.|CREATE TABLE station (LOCATION VARCHAR)|SELECT LOCATION FROM station GROUP BY LOCATION ORDER BY COUNT(*) DESC LIMIT 1|SELECT LOCATION FROM station GROUP BY LOCATION ORDER BY COUNT(*) DESC LIMIT 1
Show the name, time, and service for all trains.|CREATE TABLE train (name VARCHAR, TIME VARCHAR, service VARCHAR)|SELECT name, TIME, service FROM train|SELECT name, TIME, service FROM train
Show the number of trains|CREATE TABLE train (Id VARCHAR)|SELECT COUNT(*) FROM train|SELECT COUNT(*) FROM train
Show the name and service for all trains in order by time.|CREATE TABLE train (name VARCHAR, service VARCHAR, TIME VARCHAR)|SELECT name, service FROM train ORDER BY TIME|SELECT name, service FROM train ORDER BY TIME
Show the station name and number of trains in each station.|CREATE TABLE station (name VARCHAR, station_id VARCHAR); CREATE TABLE train_station (station_id VARCHAR)|SELECT T2.name, COUNT(*) FROM train_station AS T1 JOIN station AS T2 ON T1.station_id = T2.station_id GROUP BY T1.station_id|SELECT T1.name, COUNT(T2.station_id) FROM station AS T1 JOIN train_station AS T2 ON T1.station_id = T2.station_id GROUP BY T1.name
show the train name and station name for each train.|CREATE TABLE station (name VARCHAR, station_id VARCHAR); CREATE TABLE train (name VARCHAR, train_id VARCHAR); CREATE TABLE train_station (station_id VARCHAR, train_id VARCHAR)|SELECT T2.name, T3.name FROM train_station AS T1 JOIN station AS T2 ON T1.station_id = T2.station_id JOIN train AS T3 ON T3.train_id = T1.train_id|SELECT T2.name, T1.name FROM station AS T1 JOIN train_station AS T3 ON T1.station_id = T3.station_id JOIN train AS T2 ON T3.train_id = T2.train_id
Show all train names and times in stations in London in descending order by train time.|CREATE TABLE train_station (station_id VARCHAR, train_id VARCHAR); CREATE TABLE station (station_id VARCHAR, location VARCHAR); CREATE TABLE train (name VARCHAR, time VARCHAR, train_id VARCHAR)|SELECT T3.name, T3.time FROM train_station AS T1 JOIN station AS T2 ON T1.station_id = T2.station_id JOIN train AS T3 ON T3.train_id = T1.train_id WHERE T2.location = 'London' ORDER BY T3.time DESC|SELECT T3.name, T3.time FROM station AS T1 JOIN train_station AS T2 ON T1.station_id = T2.station_id JOIN train AS T3 ON T2.train_id = T3.train_id WHERE T1.location = 'London' ORDER BY T3.time DESC
Show the station name with greatest number of trains.|CREATE TABLE station (name VARCHAR, station_id VARCHAR); CREATE TABLE train_station (station_id VARCHAR)|SELECT T2.name FROM train_station AS T1 JOIN station AS T2 ON T1.station_id = T2.station_id GROUP BY T1.station_id ORDER BY COUNT(*) DESC LIMIT 1|SELECT T1.name FROM station AS T1 JOIN train_station AS T2 ON T1.station_id = T2.station_id GROUP BY T1.name ORDER BY COUNT(*) DESC LIMIT 1
Show the station name with at least two trains.|CREATE TABLE station (name VARCHAR, station_id VARCHAR); CREATE TABLE train_station (station_id VARCHAR)|SELECT T2.name FROM train_station AS T1 JOIN station AS T2 ON T1.station_id = T2.station_id GROUP BY T1.station_id HAVING COUNT(*) >= 2|SELECT T1.name FROM station AS T1 JOIN train_station AS T2 ON T1.station_id = T2.station_id GROUP BY T1.station_id HAVING COUNT(*) >= 2
Show all locations with only 1 station.|CREATE TABLE station (LOCATION VARCHAR)|SELECT LOCATION FROM station GROUP BY LOCATION HAVING COUNT(*) = 1|SELECT LOCATION FROM station GROUP BY LOCATION HAVING COUNT(*) = 1
Show station names without any trains.|CREATE TABLE station (name VARCHAR, station_id VARCHAR); CREATE TABLE train_station (name VARCHAR, station_id VARCHAR)|SELECT name FROM station WHERE NOT station_id IN (SELECT station_id FROM train_station)|SELECT T1.name FROM station AS T1 LEFT JOIN train_station AS T2 ON T1.station_id = T2.station_id WHERE T2.station_id IS NULL
"What are the names of the stations which serve both ""Ananthapuri Express"" and ""Guruvayur Express"" trains?"|CREATE TABLE station (name VARCHAR, station_id VARCHAR); CREATE TABLE train (train_id VARCHAR, Name VARCHAR); CREATE TABLE train_station (station_id VARCHAR, train_id VARCHAR)|"SELECT T2.name FROM train_station AS T1 JOIN station AS T2 ON T1.station_id = T2.station_id JOIN train AS T3 ON T3.train_id = T1.train_id WHERE T3.Name = ""Ananthapuri Express"" INTERSECT SELECT T2.name FROM train_station AS T1 JOIN station AS T2 ON T1.station_id = T2.station_id JOIN train AS T3 ON T3.train_id = T1.train_id WHERE T3.Name = ""Guruvayur Express"""|SELECT T1.name FROM station AS T1 JOIN train_station AS T2 ON T1.station_id = T2.station_id JOIN train AS T3 ON T2.train_id = T3.train_id WHERE T3.Name = 'Ananthapuri Express' INTERSECT SELECT T1.name FROM station AS T1 JOIN train_station AS T2 ON T1.station_id = T2.station_id JOIN train AS T3 ON T2.train_id = T3.train_id WHERE T3.Name = 'Guruvayur Express'
Find the names of the trains that do not pass any station located in London.|CREATE TABLE station (station_id VARCHAR); CREATE TABLE train_station (station_id VARCHAR); CREATE TABLE train_station (train_id VARCHAR, station_id VARCHAR); CREATE TABLE train (name VARCHAR, train_id VARCHAR)|"SELECT T2.name FROM train_station AS T1 JOIN train AS T2 ON T1.train_id = T2.train_id WHERE NOT T1.station_id IN (SELECT T4.station_id FROM train_station AS T3 JOIN station AS T4 ON T3.station_id = T4.station_id WHERE t4.location = ""London"")"|SELECT T1.name FROM train AS T1 WHERE T1.train_id NOT IN (SELECT T2.train_id FROM train_station AS T2 JOIN station AS T3 ON T2.station_id = T3.station_id WHERE T3.station_id = 'London')
List the names and locations of all stations ordered by their yearly entry exit and interchange amounts.|CREATE TABLE station (name VARCHAR, LOCATION VARCHAR, Annual_entry_exit VARCHAR, Annual_interchanges VARCHAR)|SELECT name, LOCATION FROM station ORDER BY Annual_entry_exit, Annual_interchanges|SELECT name, LOCATION FROM station ORDER BY Annual_entry_exit, Annual_interchanges
List all vehicle id|CREATE TABLE Vehicles (vehicle_id VARCHAR)|SELECT vehicle_id FROM Vehicles|SELECT vehicle_id FROM Vehicles
How many vehicle in total?|CREATE TABLE Vehicles (Id VARCHAR)|SELECT COUNT(*) FROM Vehicles|SELECT COUNT(Id) FROM Vehicles
Show the detail of vehicle with id 1.|CREATE TABLE Vehicles (vehicle_details VARCHAR, vehicle_id VARCHAR)|SELECT vehicle_details FROM Vehicles WHERE vehicle_id = 1|SELECT vehicle_details FROM Vehicles WHERE vehicle_id = '1'
List the first name middle name and last name of all staff.|CREATE TABLE Staff (first_name VARCHAR, middle_name VARCHAR, last_name VARCHAR)|SELECT first_name, middle_name, last_name FROM Staff|SELECT first_name, middle_name, last_name FROM Staff
What is the birthday of the staff member with first name as Janessa and last name as Sawayn?|CREATE TABLE Staff (date_of_birth VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT date_of_birth FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"""|SELECT date_of_birth FROM Staff WHERE first_name = 'Janessa' AND last_name = 'Sawayn'
When did the staff member with first name as Janessa and last name as Sawayn join the company?|CREATE TABLE Staff (date_joined_staff VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT date_joined_staff FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"""|SELECT date_joined_staff FROM Staff WHERE first_name = 'Janessa' AND last_name = 'Sawayn'
When did the staff member with first name as Janessa and last name as Sawayn leave the company?|CREATE TABLE Staff (date_left_staff VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT date_left_staff FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"""|SELECT date_left_staff FROM Staff WHERE first_name = 'Janessa' AND last_name = 'Sawayn'
How many staff have the first name Ludie?|CREATE TABLE Staff (first_name VARCHAR)|"SELECT COUNT(*) FROM Staff WHERE first_name = ""Ludie"""|SELECT COUNT(*) FROM Staff WHERE first_name = 'Ludie'
What is the nickname of staff with first name as Janessa and last name as Sawayn?|CREATE TABLE Staff (nickname VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT nickname FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"""|SELECT nickname FROM Staff WHERE first_name = 'Janessa' AND last_name = 'Sawayn'
How many staff in total?|CREATE TABLE Staff (Id VARCHAR)|SELECT COUNT(*) FROM Staff|SELECT COUNT(Id) FROM Staff
Which city does staff with first name as Janessa and last name as Sawayn live?|CREATE TABLE Staff (staff_address_id VARCHAR, first_name VARCHAR, last_name VARCHAR); CREATE TABLE Addresses (city VARCHAR, address_id VARCHAR)|"SELECT T1.city FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"""|SELECT T2.city FROM Staff AS T1 JOIN Addresses AS T2 ON T1.staff_address_id = T2.address_id WHERE T1.first_name = 'Janessa' AND T1.last_name = 'Sawayn'
Which country and state does staff with first name as Janessa and last name as Sawayn lived?|CREATE TABLE Addresses (country VARCHAR, state_province_county VARCHAR, address_id VARCHAR); CREATE TABLE Staff (staff_address_id VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT T1.country, T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"""|SELECT T1.country, T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = 'Janessa' AND T2.last_name = 'Sawayn'
